time,temp,tmin,tmax,rhum,prcp,snwd,wspd,wpgt,pres,tsun,cldc
2023-06-25,37.1,31.9,43.7,30,,,3.8,,1001.9,,1
2023-06-26,37.7,32.8,44.5,30,,,3.8,,1000.2,,2
2023-06-27,37.7,32.8,44.5,31,,,3.7,,1000.1,,1
2023-06-28,37.2,32.1,43.7,31,,,3.7,,1001.6,,1
2023-06-29,37.1,32.2,44.2,33,,,3.4,,1001.9,,1
2023-06-30,36.4,31.7,42.7,35,,,2.9,,1001.4,,1
2023-07-01,36.2,30.9,42.5,35,,,2.1,,1002.1,,1
2023-07-02,36.3,31.0,42.4,33,,,1.8,,1004.0,,2
2023-07-03,36.4,31.1,42.3,32,,,2.4,,1004.6,,1
2023-07-04,36.4,31.2,42.4,33,,,2.3,,1003.5,,1
2023-07-05,36.2,30.9,42.6,35,,,2.1,,1001.5,,1
2023-07-06,36.7,30.9,43.6,36,,,2.6,,1000.1,,1
2023-07-07,36.7,31.8,42.6,36,,,2.2,,1001.4,,1
2023-07-08,36.4,31.6,42.1,35,,,2.2,,1003.0,,1
2023-07-09,36.5,31.1,42.3,32,,,2.4,,1003.1,,1
2023-07-10,36.5,31.1,42.1,30,,,2.8,,1002.6,,1
2023-07-11,36.8,31.6,42.7,29,,,3.2,,1002.6,,1
2023-07-12,36.9,32.7,42.7,29,,,4.1,,1002.6,,2
2023-07-13,37.2,32.3,44.2,33,,,3.2,,1001.2,,2
2023-07-14,37.8,32.9,44.1,39,,,3.6,,1000.3,,2
2023-07-15,37.9,33.6,42.7,41,,,4.3,,1000.9,,2
2023-07-16,37.3,32.1,43.2,41,,,3.2,,1001.9,,1
2023-07-17,37.7,32.3,44.1,37,,,2.8,,1001.4,,1
2023-07-18,38.1,32.6,44.3,35,,,2.6,,1000.5,,2
2023-07-19,38.5,32.9,44.8,32,,,2.3,,1000.3,,1
2023-07-20,38.6,32.7,44.5,30,,,2.7,,1001.0,,1
2023-07-21,38.5,33.0,44.6,28,,,3.1,,1002.0,,1
2023-07-22,38.2,32.4,44.6,29,,,2.4,,1002.6,,0
2023-07-23,38.1,31.9,44.6,30,,,2.2,,1002.8,,0
2023-07-24,38.7,32.0,45.1,28,,,2.0,,1001.5,,1
2023-07-25,39.0,32.0,45.5,26,,,2.2,,1000.2,,1
2023-07-26,39.6,33.6,46.1,24,,,2.5,,1000.7,,1
2023-07-27,39.2,33.7,45.2,25,,,3.5,,1002.3,,1
2023-07-28,39.3,34.1,45.7,26,,,4.3,,1002.3,,1
2023-07-29,38.9,33.5,44.8,26,,,4.1,,1001.1,,1
2023-07-30,38.3,32.2,44.5,28,,,2.2,,1001.1,,0
2023-07-31,38.0,32.0,44.1,29,,,2.3,,1002.0,,0
2023-08-01,38.0,31.6,44.3,28,,,2.1,,1003.0,,0
2023-08-02,37.6,31.6,43.6,27,,,2.3,,1004.2,,0
2023-08-03,37.0,31.6,43.0,31,,,2.9,,1004.3,,0
2023-08-04,36.5,31.2,42.4,34,,,3.3,,1004.2,,0
2023-08-05,37.0,31.5,43.0,32,,,3.4,,1004.5,,1
2023-08-06,37.2,32.0,42.9,30,,,2.9,,1005.3,,0
2023-08-07,37.2,31.5,43.2,27,,,2.5,,1004.2,,0
2023-08-08,37.4,31.1,44.2,26,,,2.4,,1002.1,,0
2023-08-09,37.6,31.3,44.2,29,,,2.4,,1002.2,,0
2023-08-10,37.8,32.0,44.7,32,,,3.1,,1002.7,,1
2023-08-11,37.4,32.5,43.9,33,,,3.1,,1002.0,,2
2023-08-12,37.3,32.1,44.0,36,,,2.8,,1001.1,,2
2023-08-13,37.0,32.1,43.0,38,,,3.4,,1002.5,,2
2023-08-14,36.8,32.5,41.8,41,,,3.5,,1004.1,,2
2023-08-15,37.0,32.8,42.7,47,,,3.2,,1003.2,,2
2023-08-16,36.4,32.8,41.0,53,,,5.2,,1001.5,,2
2023-08-17,36.1,33.2,40.5,53,,,5.9,,1001.9,,3
2023-08-18,36.3,32.5,41.0,51,,,5.5,,1002.9,,3
2023-08-19,36.8,32.6,41.9,52,,,4.9,,1002.3,,2
2023-08-20,36.8,32.3,42.2,53,,,4.8,,1001.2,,2
2023-08-21,37.3,33.6,41.8,50,,,5.4,,1000.9,,3
2023-08-22,37.5,33.3,42.9,44,,,3.1,,1002.3,,3
2023-08-23,37.3,33.3,42.8,45,,,3.6,,1003.1,,2
2023-08-24,37.3,32.9,42.8,48,,,3.7,,1002.2,,1
2023-08-25,37.5,33.0,43.2,49,,,4.2,,1000.6,,1
2023-08-26,36.6,32.9,41.8,58,,,5.2,,1000.5,,2
2023-08-27,36.5,32.9,41.8,63,,,4.8,,1001.7,,2
2023-08-28,36.4,32.9,42.0,56,,,3.1,,1003.0,,3
2023-08-29,36.7,31.8,43.3,43,,,2.5,,1002.5,,2
2023-08-30,37.0,31.6,43.5,36,,,2.4,,1003.2,,1
2023-08-31,36.8,31.8,43.0,34,,,3.1,,1004.6,,1
2023-09-01,37.0,32.1,43.9,36,,,2.4,,1004.6,,2
2023-09-02,37.4,32.4,44.1,40,,,2.6,,1003.7,,2
2023-09-03,37.6,33.0,43.5,41,,,2.8,,1002.9,,2
2023-09-04,38.1,33.2,44.8,41,,,2.9,,1001.4,,2
2023-09-05,36.1,31.1,44.4,33,,,7.5,,1000.6,,2
2023-09-06,36.8,28.7,43.7,15,,,8.9,,1002.8,,1
2023-09-07,37.8,29.8,44.2,13,,,11.3,,1002.3,,1
2023-09-08,37.0,31.0,43.0,19,,,10.0,,1002.6,,2
2023-09-09,35.1,29.9,40.3,34,,,10.8,,1004.1,,2
2023-09-10,34.8,28.4,40.6,39,,,10.3,,1003.6,,2
2023-09-11,34.5,29.6,39.9,36,,,11.2,,1003.8,,3
2023-09-12,34.1,29.1,39.8,34,,,9.9,,1004.8,,3
2023-09-13,35.4,29.7,41.1,26,,,12.3,,1004.5,,3
2023-09-14,36.3,30.0,42.0,17,,,11.4,,1003.3,,2
2023-09-15,35.7,29.3,41.2,19,,,9.2,,1003.4,,2
2023-09-16,35.6,29.3,41.2,22,,,9.1,,1004.5,,2
2023-09-17,36.0,29.7,41.8,20,,,9.6,,1004.0,,3
2023-09-18,36.2,30.3,41.5,18,,,10.6,,1003.3,,3
2023-09-19,36.7,31.2,42.0,16,,,11.8,,1003.5,,3
2023-09-20,36.5,30.3,42.3,15,,,11.8,,1004.1,,2
2023-09-21,36.1,30.3,41.6,16,,,9.8,,1004.4,,2
2023-09-22,35.7,29.3,41.7,16,,,9.0,,1005.2,,2
2023-09-23,36.0,29.4,42.1,15,,,8.6,,1004.8,,2
2023-09-24,36.2,29.1,42.6,13,,,9.0,,1004.5,,1
2023-09-25,35.4,28.3,41.6,15,,,10.3,,1004.9,,1
2023-09-26,35.2,28.8,41.0,21,,,9.2,,1004.8,,2
2023-09-27,35.1,29.7,40.5,21,,,10.1,,1004.8,,2
2023-09-28,35.4,29.4,41.3,21,,,11.0,,1006.4,,2
2023-09-29,35.3,28.7,41.3,17,,,9.9,,1007.7,,1
2023-09-30,34.8,27.7,41.1,15,,,8.8,,1007.7,,1
2023-10-01,34.0,27.4,39.9,18,,,9.0,,1007.9,,1
2023-10-02,33.9,27.1,40.1,18,,,9.2,,1008.3,,1
2023-10-03,33.4,26.8,39.3,21,,,9.6,,1009.2,,0
2023-10-04,33.7,26.3,40.0,19,,,8.9,,1010.0,,0
2023-10-05,34.0,26.4,40.0,14,,,10.2,,1009.8,,0
2023-10-06,33.9,26.9,39.9,17,,,12.0,,1008.9,,0
2023-10-07,34.1,27.1,40.5,19,,,9.3,,1008.8,,0
2023-10-08,34.5,27.1,41.7,14,,,9.2,,1008.9,,0
2023-10-09,34.4,27.1,41.6,11,,,12.7,,1008.7,,0
2023-10-10,33.4,27.0,39.3,15,,,11.9,,1009.0,,0
2023-10-11,32.6,26.6,38.2,22,,,10.7,,1009.5,,0
2023-10-12,32.4,25.2,38.6,21,,,9.2,,1010.5,,0
2023-10-13,32.4,24.5,38.6,17,,,8.0,,1011.1,,0
2023-10-14,31.6,24.4,37.5,19,,,8.5,,1010.4,,0
2023-10-15,31.2,24.2,37.1,23,,,8.9,,1010.1,,0
2023-10-16,31.0,24.5,36.6,27,,,9.3,,1009.1,,0
2023-10-17,30.8,24.7,36.4,29,,,8.8,,1009.5,,0
2023-10-18,30.9,24.7,36.3,27,,,9.0,,1010.3,,0
2023-10-19,30.7,24.2,35.8,26,,,8.4,,1011.1,,0
2023-10-20,31.2,24.7,36.6,28,,,9.2,,1011.2,,0
2023-10-21,31.0,24.3,36.8,24,,,7.9,,1010.9,,0
2023-10-22,30.6,24.7,35.9,25,,,10.3,,1010.9,,0
2023-10-23,30.6,24.8,36.2,26,,,11.2,,1010.7,,0
2023-10-24,30.6,25.0,35.1,25,,,11.4,,1009.2,,1
2023-10-25,30.9,25.5,35.9,27,,,11.3,,1008.5,,1
2023-10-26,30.6,25.9,35.5,31,,,11.0,,1010.4,,1
2023-10-27,29.1,24.6,33.7,39,,,11.5,,1010.9,,2
2023-10-28,27.8,25.0,31.9,48,,,11.6,,1010.7,,4
2023-10-29,25.7,23.1,28.2,59,,,9.3,,1011.2,,5
2023-10-30,26.5,22.2,31.1,56,,,9.5,,1011.3,,2
2023-10-31,27.8,22.9,32.7,51,,,10.0,,1011.1,,1
2023-11-01,28.4,22.7,33.7,44,,,9.8,,1010.7,,2
2023-11-02,28.6,25.0,32.7,45,,,9.4,,1010.7,,2
2023-11-03,28.3,23.8,33.1,44,,,9.2,,1010.9,,2
2023-11-04,28.8,23.3,34.2,39,,,9.6,,1010.7,,1
2023-11-05,28.6,23.4,33.6,41,,,8.0,,1011.1,,1
2023-11-06,27.6,23.6,31.6,45,,,7.7,,1012.7,,2
2023-11-07,27.6,23.5,32.9,41,,,11.0,,1013.7,,2
2023-11-08,28.0,23.6,32.5,38,,,11.9,,1013.2,,2
2023-11-09,28.4,24.0,32.8,35,,,9.8,,1012.4,,2
2023-11-10,27.7,23.8,32.1,36,,,9.6,,1013.4,,3
2023-11-11,27.7,22.8,32.6,34,,,9.6,,1014.2,,2
2023-11-12,28.1,22.7,33.1,31,,,9.4,,1014.3,,1
2023-11-13,28.5,23.8,32.8,35,,,9.4,,1013.8,,2
2023-11-14,28.1,23.8,31.9,42,,,8.9,,1012.0,,2
2023-11-15,25.9,23.4,27.9,58,,,8.3,,1011.8,,4
2023-11-16,25.8,21.3,30.3,45,,,9.4,,1012.8,,2
2023-11-17,27.2,21.5,32.7,35,,,9.0,,1013.1,,1
2023-11-18,27.7,23.5,31.4,42,,,9.6,,1012.0,,2
2023-11-19,26.1,24.0,28.7,61,,,10.2,,1010.8,,4
2023-11-20,24.9,22.8,27.4,65,,,10.2,,1011.4,,5
2023-11-21,25.4,21.2,30.2,46,,,10.7,,1012.7,,2
2023-11-22,27.1,21.8,32.5,41,,,10.0,,1012.6,,1
2023-11-23,27.6,23.6,32.1,48,,,9.4,,1012.6,,1
2023-11-24,27.5,22.7,32.2,54,,,8.3,,1011.1,,1
2023-11-25,27.8,22.8,33.2,46,,,7.5,,1011.2,,1
2023-11-26,28.2,22.3,33.8,40,,,7.9,,1012.6,,1
2023-11-27,27.6,22.7,32.4,43,,,8.2,,1013.5,,2
2023-11-28,27.3,21.4,33.3,36,,,9.0,,1012.9,,1
2023-11-29,27.2,21.0,33.1,35,,,8.6,,1012.6,,0
2023-11-30,27.1,21.7,32.2,45,,,7.3,,1014.6,,0
2023-12-01,27.3,21.7,32.8,44,,,7.5,,1015.0,,0
2023-12-02,26.6,21.1,31.6,40,,,8.4,,1013.8,,1
2023-12-03,25.7,22.0,29.7,38,,,9.3,,1013.6,,3
2023-12-04,25.9,20.3,31.3,31,,,10.4,,1014.6,,1
2023-12-05,25.9,20.8,31.0,36,,,9.5,,1014.2,,0
2023-12-06,25.6,20.9,30.0,42,,,8.7,,1013.7,,1
2023-12-07,26.0,20.4,31.6,39,,,8.5,,1014.4,,1
2023-12-08,25.8,20.4,30.8,38,,,8.8,,1013.1,,1
2023-12-09,25.7,21.0,30.3,43,,,8.6,,1012.6,,1
2023-12-10,25.6,20.5,30.8,39,,,8.3,,1014.0,,1
2023-12-11,25.2,20.2,29.8,39,,,9.0,,1013.7,,1
2023-12-12,24.7,20.3,29.1,48,,,11.3,,1012.2,,2
2023-12-13,22.4,19.7,25.4,42,,,11.7,,1014.5,,2
2023-12-14,21.9,15.7,28.4,22,,,10.5,,1016.9,,0
2023-12-15,23.6,16.8,30.0,17,,,10.8,,1016.9,,0
2023-12-16,23.9,17.1,29.7,18,,,11.0,,1017.2,,0
2023-12-17,24.0,17.0,30.4,14,,,9.2,,1016.8,,0
2023-12-18,23.8,17.3,29.7,21,,,7.9,,1015.1,,0
2023-12-19,24.0,18.5,29.0,27,,,8.1,,1014.2,,1
2023-12-20,24.4,18.9,29.5,31,,,7.9,,1014.3,,1
2023-12-21,24.7,19.8,30.0,38,,,8.7,,1013.8,,1
2023-12-22,25.4,21.0,30.3,48,,,11.3,,1012.5,,1
2023-12-23,23.7,21.1,26.1,49,,,11.5,,1013.7,,3
2023-12-24,22.5,18.2,26.8,39,,,10.6,,1015.7,,1
2023-12-25,22.8,18.6,27.1,43,,,9.3,,1016.0,,2
2023-12-26,23.9,19.4,28.6,41,,,8.9,,1014.9,,2
2023-12-27,23.7,20.9,27.2,51,,,9.5,,1015.3,,3
2023-12-28,21.7,19.1,24.9,60,,,9.4,,1015.7,,3
2023-12-29,22.2,19.2,25.7,57,,,10.0,,1015.4,,3
2023-12-30,22.1,18.7,25.9,47,,,10.2,,1015.7,,2
2023-12-31,22.2,17.7,27.1,38,,,9.1,,1016.6,,1
2024-01-01,22.6,16.8,28.3,34,,,8.3,,1016.6,,0
2024-01-02,22.5,17.8,27.1,44,,,9.2,,1016.5,,1
2024-01-03,22.5,18.0,27.1,48,,,8.8,,1016.1,,1
2024-01-04,22.7,17.9,27.1,45,,,8.9,,1015.5,,1
2024-01-05,22.3,19.3,25.2,50,,,8.6,,1015.7,,2
2024-01-06,23.0,18.0,28.0,47,,,8.7,,1016.9,,1
2024-01-07,24.4,19.8,29.3,40,,,9.4,,1016.3,,1
2024-01-08,24.8,19.1,30.2,30,,,9.0,,1016.2,,0
2024-01-09,24.2,18.5,29.5,28,,,8.3,,1015.5,,0
2024-01-10,23.7,18.3,28.6,37,,,7.8,,1014.9,,1
2024-01-11,23.7,19.0,28.1,47,,,10.3,,1014.3,,1
2024-01-12,23.2,19.1,27.4,46,,,9.3,,1014.3,,1
2024-01-13,22.7,17.6,27.7,41,,,10.0,,1013.7,,1
2024-01-14,23.2,18.3,27.6,50,,,9.0,,1014.0,,1
2024-01-15,23.3,19.2,27.9,48,,,10.0,,1016.2,,2
2024-01-16,23.1,18.1,27.9,35,,,9.7,,1017.2,,2
2024-01-17,22.5,18.1,26.5,37,,,11.0,,1015.4,,1
2024-01-18,22.1,18.0,26.2,39,,,9.3,,1016.1,,1
2024-01-19,23.4,18.1,28.8,30,,,10.2,,1015.4,,0
2024-01-20,23.7,19.0,27.9,36,,,8.2,,1016.1,,1
2024-01-21,24.7,19.9,29.5,40,,,8.8,,1016.9,,1
2024-01-22,25.3,20.1,30.3,43,,,8.7,,1016.1,,0
2024-01-23,25.8,20.9,30.6,47,,,9.3,,1016.3,,0
2024-01-24,25.0,20.3,29.6,47,,,9.9,,1015.9,,1
2024-01-25,23.6,19.5,27.6,44,,,11.6,,1015.0,,2
2024-01-26,20.7,18.7,23.4,51,,,16.4,,1015.4,,5
2024-01-27,19.0,15.7,22.1,38,,,9.5,,1018.1,,3
2024-01-28,20.3,15.2,25.2,34,,,9.9,,1017.6,,2
2024-01-29,20.9,18.1,24.2,42,,,9.9,,1016.1,,3
2024-01-30,20.3,17.3,23.5,40,,,10.6,,1017.5,,3
2024-01-31,19.7,15.4,23.7,35,,,10.4,,1018.0,,2
2024-02-01,18.5,15.8,21.7,37,,,12.2,,1018.3,,2
2024-02-02,17.1,13.2,20.8,30,,,10.3,,1019.7,,1
2024-02-03,18.7,13.7,23.5,23,,,9.4,,1018.5,,1
2024-02-04,19.6,14.8,23.8,31,,,8.6,,1018.6,,2
2024-02-05,19.8,16.8,22.6,35,,,10.3,,1019.2,,4
2024-02-06,20.1,16.1,23.9,29,,,9.4,,1019.9,,4
2024-02-07,22.2,17.0,26.7,26,,,10.4,,1017.6,,2
2024-02-08,22.7,19.5,25.6,42,,,10.3,,1016.4,,3
2024-02-09,23.0,19.4,26.4,51,,,10.5,,1015.0,,3
2024-02-10,22.0,19.9,24.7,61,,,8.9,,1014.3,,4
2024-02-11,21.7,17.5,26.3,32,,,8.1,,1016.8,,1
2024-02-12,22.7,15.8,28.8,21,,,9.8,,1016.5,,1
2024-02-13,24.0,20.4,27.4,42,,,11.5,,1012.4,,2
2024-02-14,25.0,20.3,29.5,55,,,10.9,,1010.8,,2
2024-02-15,25.0,21.5,28.8,58,,,13.9,,1010.4,,3
2024-02-16,23.2,21.4,25.0,50,,,14.8,,1014.0,,3
2024-02-17,21.3,16.9,25.5,28,,,10.7,,1018.0,,1
2024-02-18,22.6,16.7,28.3,23,,,10.1,,1016.4,,1
2024-02-19,22.7,17.3,27.8,26,,,10.0,,1014.5,,1
2024-02-20,22.7,16.6,28.1,26,,,8.6,,1015.1,,1
2024-02-21,24.5,18.2,30.2,26,,,8.6,,1014.3,,1
2024-02-22,26.2,20.1,31.6,36,,,8.9,,1013.6,,1
2024-02-23,28.0,21.8,33.6,36,,,8.2,,1012.6,,1
2024-02-24,27.3,22.5,31.5,38,,,9.7,,1013.5,,0
2024-02-25,25.9,21.7,29.9,33,,,10.7,,1012.8,,0
2024-02-26,24.6,18.9,29.6,29,,,9.9,,1011.5,,0
2024-02-27,24.5,18.9,29.6,29,,,9.6,,1010.7,,0
2024-02-28,23.9,17.7,28.8,19,,,8.1,,1012.6,,0
2024-02-29,24.4,17.6,30.4,18,,,10.3,,1012.9,,0
2024-03-01,26.2,19.9,31.8,23,,,12.8,,1012.0,,0
2024-03-02,26.7,21.9,31.3,38,,,11.7,,1011.7,,1
2024-03-03,26.2,22.1,30.5,51,,,10.6,,1011.0,,2
2024-03-04,25.6,20.0,30.6,30,,,9.1,,1011.3,,1
2024-03-05,25.6,20.1,30.1,32,,,8.9,,1011.5,,2
2024-03-06,26.0,21.5,30.2,42,,,10.8,,1011.6,,2
2024-03-07,25.3,20.1,30.0,27,,,10.3,,1012.6,,1
2024-03-08,24.5,19.1,29.2,18,,,9.2,,1013.2,,0
2024-03-09,25.0,16.7,31.8,12,,,7.7,,1014.2,,0
2024-03-10,27.0,18.6,33.5,14,,,7.8,,1012.4,,0
2024-03-11,27.6,21.4,32.1,30,,,8.5,,1013.5,,1
2024-03-12,28.3,21.8,34.0,31,,,11.3,,1014.3,,1
2024-03-13,29.6,23.0,35.6,27,,,10.1,,1012.4,,1
2024-03-14,30.0,24.1,35.3,35,,,11.6,,1010.8,,2
2024-03-15,29.2,24.4,33.2,32,,,11.3,,1010.9,,2
2024-03-16,28.7,24.1,33.0,32,,,9.6,,1011.8,,4
2024-03-17,28.6,25.5,32.9,34,,,13.9,,1011.3,,5
2024-03-18,27.9,24.6,31.2,35,,,14.6,,1009.2,,6
2024-03-19,25.3,22.4,27.8,34,,,15.1,,1010.8,,5
2024-03-20,24.3,18.5,30.5,29,,,11.7,,1013.6,,2
2024-03-21,26.6,21.1,31.0,31,,,13.1,,1010.7,,2
2024-03-22,26.5,23.5,29.3,38,,,13.2,,1008.2,,3
2024-03-23,25.7,21.1,30.1,28,,,12.4,,1007.4,,2
2024-03-24,25.0,22.1,28.0,37,,,16.4,,1006.5,,3
2024-03-25,22.1,17.0,26.6,18,,,9.0,,1012.7,,1
2024-03-26,22.5,16.1,27.7,16,,,8.6,,1015.8,,0
2024-03-27,25.0,17.6,30.8,20,,,10.5,,1015.0,,0
2024-03-28,26.8,21.8,32.1,31,,,12.9,,1013.2,,1
2024-03-29,26.4,21.8,31.4,50,,,16.4,,1010.4,,3
2024-03-30,25.3,20.2,30.1,54,,,11.4,,1009.6,,4
2024-03-31,25.6,19.6,30.6,50,,,11.7,,1011.1,,2
2024-04-01,25.6,20.3,30.0,53,,,11.7,,1010.5,,2
2024-04-02,25.1,20.3,30.5,55,,,16.0,,1009.3,,3
2024-04-03,25.8,21.1,30.2,50,,,10.9,,1009.4,,2
2024-04-04,27.1,21.1,32.3,39,,,11.3,,1011.4,,2
2024-04-05,28.4,22.8,33.1,36,,,11.8,,1011.3,,2
2024-04-06,28.8,23.5,33.4,41,,,10.6,,1009.4,,3
2024-04-07,28.6,24.9,31.8,41,,,11.8,,1007.2,,4
2024-04-08,27.7,24.1,31.0,31,,,10.8,,1007.4,,5
2024-04-09,28.4,24.8,32.3,20,,,10.6,,1008.0,,5
2024-04-10,28.5,23.4,33.1,18,,,10.9,,1009.0,,2
2024-04-11,27.8,21.7,32.7,15,,,11.0,,1010.1,,2
2024-04-12,28.4,22.9,33.0,20,,,11.3,,1008.4,,2
2024-04-13,28.5,24.5,32.5,24,,,11.0,,1007.4,,2
2024-04-14,27.9,22.4,32.4,23,,,11.3,,1007.8,,2
2024-04-15,26.8,21.4,30.9,17,,,11.5,,1008.2,,2
2024-04-16,26.0,18.6,31.6,17,,,8.4,,1009.8,,0
2024-04-17,28.2,21.3,33.9,17,,,10.7,,1008.9,,0
2024-04-18,30.0,23.6,35.0,20,,,11.0,,1007.9,,1
2024-04-19,30.6,24.1,35.1,26,,,10.1,,1007.1,,1
2024-04-20,30.5,23.8,35.3,18,,,9.4,,1006.7,,0
2024-04-21,29.1,22.6,34.0,16,,,9.3,,1007.9,,0
2024-04-22,29.2,21.4,34.6,14,,,7.9,,1009.7,,0
2024-04-23,30.9,23.2,36.5,16,,,14.2,,1009.1,,1
2024-04-24,31.6,24.9,36.5,17,,,10.9,,1006.7,,1
2024-04-25,31.7,25.3,36.6,25,,,11.8,,1004.7,,1
2024-04-26,31.0,26.8,35.5,31,,,14.4,,1004.2,,2
2024-04-27,30.0,25.5,35.4,36,,,14.1,,1004.6,,3
2024-04-28,29.9,24.6,34.9,36,,,11.1,,1006.1,,2
2024-04-29,27.6,23.6,31.6,47,,,15.5,,1007.2,,4
2024-04-30,27.4,21.1,32.7,46,,,13.1,,1006.2,,3
2024-05-01,28.0,22.5,32.9,38,,,8.9,,1005.2,,1
2024-05-02,27.5,20.0,33.2,20,,,7.3,,1006.3,,0
2024-05-03,27.7,20.1,33.1,16,,,8.4,,1007.2,,0
2024-05-04,28.8,21.6,34.5,17,,,8.7,,1007.9,,0
2024-05-05,29.5,22.7,34.6,18,,,9.2,,1007.8,,0
2024-05-06,29.5,22.4,34.7,15,,,8.4,,1008.3,,0
2024-05-07,29.3,21.9,34.7,13,,,10.0,,1009.6,,0
2024-05-08,29.9,22.9,35.9,13,,,10.3,,1008.8,,0
2024-05-09,31.5,23.5,37.4,17,,,9.2,,1007.1,,0
2024-05-10,32.6,25.4,37.4,25,,,9.5,,1006.4,,1
2024-05-11,33.4,27.3,38.1,34,,,11.4,,1007.3,,1
2024-05-12,34.2,28.1,39.1,29,,,10.9,,1006.8,,1
2024-05-13,33.6,27.9,37.6,26,,,11.5,,1005.9,,1
2024-05-14,32.6,26.0,37.7,20,,,11.9,,1005.5,,0
2024-05-15,31.8,26.8,35.9,18,,,12.7,,1006.4,,1
2024-05-16,31.0,24.6,36.5,17,,,11.2,,1008.4,,1
2024-05-17,32.6,24.2,38.9,14,,,9.4,,1007.7,,1
2024-05-18,34.2,27.0,40.1,15,,,11.4,,1006.4,,2
2024-05-19,34.6,28.6,39.4,18,,,11.1,,1005.2,,1
2024-05-20,33.8,28.3,38.0,26,,,11.6,,1005.8,,1
2024-05-21,33.5,26.4,38.8,21,,,9.3,,1007.0,,1
2024-05-22,33.3,25.3,38.6,13,,,9.0,,1006.5,,0
2024-05-23,33.6,25.4,39.1,13,,,8.7,,1005.7,,0
2024-05-24,34.6,27.0,40.5,16,,,9.9,,1004.7,,1
2024-05-25,34.6,27.9,39.6,15,,,10.9,,1004.6,,0
2024-05-26,33.9,26.4,39.2,12,,,10.7,,1006.0,,0
2024-05-27,34.2,26.7,39.6,11,,,9.9,,1006.1,,0
2024-05-28,35.3,27.3,41.1,10,,,9.0,,1005.6,,1
2024-05-29,36.5,29.0,42.4,10,,,11.0,,1004.6,,1
2024-05-30,36.6,30.4,41.5,10,,,13.4,,1004.9,,1
2024-05-31,36.3,28.9,42.5,10,,,12.7,,1005.7,,1
2024-06-01,36.8,29.1,43.4,12,,,10.2,,1004.6,,0
2024-06-02,37.3,29.3,43.7,14,,,8.9,,1003.2,,0
2024-06-03,36.8,29.4,43.2,17,,,8.9,,1003.9,,0
2024-06-04,37.2,29.2,43.5,19,,,8.2,,1004.0,,0
2024-06-05,38.0,29.7,44.5,13,,,9.2,,1002.7,,0
2024-06-06,38.2,30.2,44.2,11,,,9.5,,1002.7,,0
2024-06-07,37.5,30.4,43.3,14,,,10.2,,1003.3,,1
2024-06-08,37.3,30.5,43.5,15,,,10.0,,1002.0,,1
2024-06-09,37.1,30.7,42.3,16,,,9.6,,1001.6,,2
2024-06-10,37.3,30.9,42.9,14,,,11.4,,1002.6,,2
2024-06-11,37.2,31.3,42.8,13,,,11.1,,1003.4,,2
2024-06-12,37.6,31.0,44.1,11,,,10.3,,1002.8,,2
2024-06-13,36.2,31.1,42.4,17,,,9.7,,1003.6,,3
2024-06-14,34.8,30.0,41.4,29,,,10.6,,1003.8,,2
2024-06-15,35.9,28.2,42.6,21,,,9.1,,1002.1,,1
2024-06-16,37.1,29.4,43.1,15,,,9.0,,1001.5,,2
2024-06-17,38.3,31.0,44.4,14,,,9.4,,1001.6,,2
2024-06-18,38.2,31.1,44.5,17,,,9.3,,1001.4,,1
2024-06-19,37.0,30.2,43.0,23,,,8.7,,1001.8,,1
2024-06-20,38.1,30.1,44.6,20,,,8.6,,1001.7,,1
2024-06-21,38.0,31.3,44.0,21,,,10.3,,1000.9,,2
2024-06-22,38.1,32.8,43.7,20,,,11.5,,999.4,,3
2024-06-23,38.0,32.4,43.3,15,,,12.0,,999.6,,2
2024-06-24,37.5,31.7,43.1,12,,,12.6,,1000.6,,1
2024-06-25,37.4,31.2,43.3,12,,,12.4,,1000.5,,1
2024-06-26,36.8,30.7,42.2,12,,,11.3,,999.8,,1
2024-06-27,36.9,30.2,42.0,12,,,10.6,,1000.2,,0
2024-06-28,36.4,29.6,41.3,12,,,10.6,,1000.6,,0
2024-06-29,36.3,29.6,41.1,12,,,10.8,,1000.0,,1
2024-06-30,35.8,29.6,40.4,17,,,10.7,,1001.0,,1
2024-07-01,35.6,28.7,39.9,18,,,10.6,,1002.4,,0
2024-07-02,35.1,28.6,39.1,15,,,10.9,,1002.2,,1
2024-07-03,34.4,27.4,38.4,16,,,10.3,,1002.2,,1
2024-07-04,34.3,28.1,38.6,17,,,10.7,,1003.9,,1
2024-07-05,35.1,27.4,40.4,13,,,9.3,,1003.1,,0
2024-07-06,35.7,28.3,41.3,12,,,9.3,,1001.0,,1
2024-07-07,35.2,29.4,40.2,16,,,10.3,,1000.6,,1
2024-07-08,35.0,30.2,39.3,25,,,10.8,,1001.5,,2
2024-07-09,36.4,30.7,40.7,19,,,9.3,,1001.9,,2
2024-07-10,37.3,31.3,41.8,13,,,10.6,,1002.3,,2
2024-07-11,38.6,32.6,43.9,11,,,12.6,,1002.3,,3
2024-07-12,38.7,32.6,44.4,14,,,12.7,,1001.1,,3
2024-07-13,37.9,33.1,43.4,19,,,12.4,,1000.2,,2
2024-07-14,37.7,33.4,42.6,20,,,13.8,,1000.5,,2
2024-07-15,36.8,32.3,40.7,16,,,13.9,,1001.2,,1
